name,head_type,mode,hidden_dim,total_params,head_params,test_accuracy_mean,test_accuracy_std,test_loss_mean,test_loss_std,convergence_epoch_mean,convergence_epoch_std,avg_time_per_epoch_mean,total_training_time_mean
BSplineMLP_ModeA,bspline_mlp,A,256,1689610,136714,0.8679999709129333,0.004014961262648868,0.4169848846117656,0.002816082057913996,13.333333333333334,1.5275252316519468,17.64379390290333,564.4886357784271
BSplineMLP_ModeB,bspline_mlp,B,256,1689610,136714,0.8679999709129333,0.004014961262648868,0.4169848846117656,0.002816082057913996,13.333333333333334,1.5275252316519468,19.610936513744694,627.5107768376669
KAN_ModeA,kan,A,256,2889216,1336320,0.869599978129069,0.006299985306604031,0.45342284205754596,0.012311513700687922,21.0,1.0,18.541868830332678,877.5131627718607
KAN_ModeB,kan,B,28,1699056,146160,0.8569333155949911,0.008851184743267463,0.47589015588363015,0.013875881915893036,15.0,1.0,20.15365191552323,636.671396891276
MLP_ModeA,mlp,A,256,1686794,133898,0.8782333334287008,0.006143563005845317,0.40782668395042415,0.00565097830738274,18.666666666666668,2.081665999466133,16.100519365204704,740.8775584697723
MLP_ModeB,mlp,B,256,1686794,133898,0.8782333334287008,0.006143563005845317,0.40782668395042415,0.00565097830738274,18.666666666666668,2.081665999466133,16.16470135860973,743.5619508425394
