model_type,grid_size,spline_order,config_name,hidden_dim,total_params,seed,test_mse,test_r2,best_val_loss,best_val_r2,best_epoch,epochs_trained,convergence_epoch_95,avg_time_per_epoch,total_training_time,train_loss_history,val_loss_history,val_r2_history
kan,3.0,2.0,G3_K2,64,4032,42,0.2675743156163267,0.7958239316940308,0.272728163277302,0.7962005734443665,68,88,9,1.5561353672634473,136.93991231918335,"[1.8062758004150516, 0.5688306790253649, 0.4526717998128661, 0.39960845806537937, 0.3685906563420364, 0.34659279495114637, 0.33192861170929794, 0.32209415481336096, 0.3177162988868399, 0.3084794791334887, 0.30626781814518167, 0.3003800808393282, 0.29623108859672104, 0.2942562826217079, 0.2923605584292977, 0.28817736373127234, 0.285828548247368, 0.2828007715022973, 0.28204995964716706, 0.28050884119299957, 0.27791644129510207, 0.27824069808751906, 0.2752243357639376, 0.2738193176513494, 0.2711588349750272, 0.2736789345213213, 0.26857227666235445, 0.26673472107512874, 0.2648790007083783, 0.2637267400524017, 0.26073178309010775, 0.2595422752737867, 0.25741571775438515, 0.25818401469476726, 0.2559843115830342, 0.25323739877240864, 0.25165563577565375, 0.2518051996134048, 0.2496244626187803, 0.24852950017845643, 0.24860887973675563, 0.24569753371797923, 0.24533610879252785, 0.24350436139080348, 0.24338427870838614, 0.24186077248614493, 0.24171298874309027, 0.24074346708300898, 0.24081673110904356, 0.2391903826498642, 0.23684824904136087, 0.2353440922822139, 0.23240327085899487, 0.23146289365896222, 0.2309066296481875, 0.23068195893320925, 0.22990711340278486, 0.22923477203610992, 0.22891394378140914, 0.22887645412653124, 0.22875352423320444, 0.22785654837308927, 0.22658350623129214, 0.2263594648799759, 0.22626303926786842, 0.22617145466844107, 0.22578771966834402, 0.2260178186964751, 0.2248313284725578, 0.22388047811596892, 0.22393331887120027, 0.22376867640322096, 0.22356319232768526, 0.2229871099705448, 0.2225495324380374, 0.22138249615036107, 0.2215110691530364, 0.22074870040778438, 0.22065080746859808, 0.21859824073275064, 0.21803133049412554, 0.21783088820915286, 0.21766443139690894, 0.21745403176988345, 0.21740619315129445, 0.21710316708119604, 0.21670471182957307, 0.21650506778808923]","[0.6522889613181122, 0.5004252759061119, 0.4145724524669253, 0.38030643318358626, 0.3559686821868561, 0.34550851587331266, 0.33185960768267164, 0.32769496800517545, 0.3160104552519722, 0.31997963304821525, 0.3071157907253704, 0.3098850466830786, 0.30637725225098683, 0.30293959121217406, 0.29736025931761245, 0.3028999757050544, 0.29958802232523607, 0.2968317383674072, 0.293795307708341, 0.29375254360896363, 0.29447283418680653, 0.2961367940294342, 0.2940283154139839, 0.2885028769187533, 0.2943379845884111, 0.28771994164747783, 0.29599826661653295, 0.2857378164465113, 0.2827224284217955, 0.28640125836281816, 0.2844008184988677, 0.2837133496922732, 0.2818273387329523, 0.28451861947466855, 0.2808846610499599, 0.2785363275105331, 0.2818914436054168, 0.2865405299866846, 0.27865442897383247, 0.2822098130365059, 0.27503896947439943, 0.28480819175717753, 0.2756426280475094, 0.27726607018894, 0.27796340458460866, 0.2782464764569465, 0.2768769635402571, 0.2817190343403385, 0.2760150604893379, 0.2806245220261951, 0.2797695643217989, 0.27632577905975264, 0.2781474504629463, 0.2768558388340073, 0.27542478077171384, 0.27738679658611926, 0.2766517433277704, 0.274290092712995, 0.27573067825817016, 0.2782609375910858, 0.2755969240876439, 0.2808215789862689, 0.280773746951914, 0.2781114448680126, 0.2766649857818002, 0.2805867520875709, 0.2809360543848316, 0.272728163277302, 0.2784611670353308, 0.2784611124747483, 0.27584863752511735, 0.2783742003547129, 0.27661641565866246, 0.27655337872200236, 0.2759183061138296, 0.27758817511396505, 0.27724634761650124, 0.277157511956778, 0.28160242268512414, 0.27709009581142, 0.27769737682986323, 0.2768558530420912, 0.2771878436361788, 0.27678113715670216, 0.27660071532162583, 0.2769465455135634, 0.2761392934724342, 0.2775871899431374]","[0.5125691890716553, 0.6260511875152588, 0.6902056932449341, 0.7158113718032837, 0.7339980602264404, 0.7418146133422852, 0.7520139217376709, 0.7551259994506836, 0.763857364654541, 0.760891318321228, 0.7705039978027344, 0.7684346437454224, 0.7710558772087097, 0.7736247181892395, 0.7777939438819885, 0.7736543416976929, 0.7761292457580566, 0.7781888842582703, 0.7804578542709351, 0.7804898619651794, 0.7799516320228577, 0.7787082195281982, 0.7802838087081909, 0.7844127416610718, 0.7800523638725281, 0.784997820854187, 0.7788116931915283, 0.7864789366722107, 0.7887322306632996, 0.7859832048416138, 0.7874780893325806, 0.7879917621612549, 0.789401113986969, 0.7873899936676025, 0.7901055216789246, 0.7918603420257568, 0.7893531918525696, 0.7858791351318359, 0.7917721271514893, 0.789115309715271, 0.7944737672805786, 0.7871736288070679, 0.7940226793289185, 0.7928096055984497, 0.7922884821891785, 0.7920769453048706, 0.7931003570556641, 0.7894819974899292, 0.7937443852424622, 0.7902999520301819, 0.7909387946128845, 0.793512225151062, 0.7921509742736816, 0.7931161522865295, 0.7941855192184448, 0.7927193641662598, 0.793268620967865, 0.7950333952903748, 0.7939568758010864, 0.7920661568641663, 0.7940568923950195, 0.7901526689529419, 0.7901884317398071, 0.7921778559684753, 0.7932587265968323, 0.7903281450271606, 0.7900671362876892, 0.7962005734443665, 0.7919164896011353, 0.79191654920578, 0.7938687801361084, 0.7919815182685852, 0.7932950258255005, 0.793342113494873, 0.7938166856765747, 0.7925688624382019, 0.7928243279457092, 0.7928906679153442, 0.7895691990852356, 0.7929410934448242, 0.7924872636795044, 0.7931160926818848, 0.7928680181503296, 0.7931719422340393, 0.7933067679405212, 0.7930483222007751, 0.7936515808105469, 0.792569637298584]"
mlp,,,G3_K2_matched,58,4003,42,0.26671334646776973,0.7964808940887451,0.2560547711351737,0.8086599707603455,125,145,22,0.4469876075613088,64.81320309638977,"[1.3844073930320022, 0.5518922847700806, 0.4833602521770684, 0.4445649757073699, 0.4247689326010141, 0.41616352062552736, 0.41107940993963815, 0.3916938738569469, 0.3894503882623062, 0.3998312039562766, 0.37707138860212475, 0.3703689598297888, 0.3672693958743202, 0.3610566717181623, 0.3593100452937953, 0.3547635543947072, 0.35650181169657746, 0.3541033511872043, 0.34921350038856896, 0.34351667299751165, 0.34657833920760805, 0.34141476064557386, 0.334974860234118, 0.33679963999808427, 0.337026167978612, 0.33576940929110793, 0.3356832088954161, 0.32926003562321565, 0.32864352965011684, 0.33471521718689506, 0.32505169250112304, 0.32485874508768486, 0.32611357815901965, 0.32026724766523207, 0.3165542857921533, 0.3189459868509772, 0.3154781108447748, 0.31318826852974835, 0.316086765077555, 0.3136225524435804, 0.3126786437673558, 0.31433491747112635, 0.3147031580523927, 0.31091492369787505, 0.30667162223709776, 0.31067445900617113, 0.30748270653344995, 0.3089574106936967, 0.30214222331643764, 0.3023931050914467, 0.29961646490978905, 0.3041760935669854, 0.29994443227286355, 0.2973741677116318, 0.3013408333228144, 0.2974355461556518, 0.2977149914929505, 0.2980494462902496, 0.29762061790110395, 0.29791471853868773, 0.29486196460913977, 0.2923300383263912, 0.29090793704735746, 0.293200312955831, 0.29429712271109504, 0.2925120506142725, 0.2972670790893031, 0.2911611528590668, 0.2916076965176254, 0.29028532621868425, 0.28593076240778764, 0.2887768680405115, 0.2867816257252382, 0.2854753264194047, 0.28776189183211937, 0.28392338021715086, 0.2828812933839437, 0.28800380720054586, 0.2858895941628174, 0.2849740722976782, 0.28540880280079634, 0.2831411619783108, 0.2844853126923507, 0.28343643650726097, 0.28192109133582044, 0.28132441181149065, 0.2767427990074834, 0.2825143618276085, 0.2746209960311222, 0.2771133087402166, 0.27620499981268165, 0.27823764910861637, 0.2769816759416827, 0.2746406339133697, 0.2746412283756408, 0.2726429199030497, 0.27517080090832735, 0.27671637461166976, 0.2779041867649568, 0.2727957900906454, 0.2704706519083063, 0.2756421800995718, 0.2736908932064855, 0.26988409695567217, 0.26890299022857794, 0.27174846418738235, 0.2743905978081366, 0.2703185758057359, 0.2746527539865255, 0.2751529548453334, 0.27159412107858416, 0.2677501339552014, 0.26989064592525674, 0.27000512199214394, 0.26676999377385857, 0.2700203433880378, 0.26981323176906225, 0.2702947215961988, 0.2643312467623127, 0.26839961928386624, 0.27087821305656223, 0.26900050535814574, 0.2715176381542041, 0.2692371635374965, 0.26650305211147995, 0.2681352572550673, 0.26756463791444846, 0.267137849796254, 0.2707214238965762, 0.2688657018796418, 0.26878252691472754, 0.2653155725527707, 0.2686252169566825, 0.2678730517691816, 0.2637399963267222, 0.2666785306774765, 0.26709248562851884, 0.2635374386379225, 0.26797276609891807, 0.2663213751244783, 0.2677762921680908, 0.2672164938840623, 0.26528102768418005, 0.26478045797625255, 0.2660059752324359]","[0.5785685372599028, 0.4379299821317658, 0.3940325384762244, 0.3836492403225073, 0.36618708643956394, 0.3607673303101414, 0.3532718030750289, 0.3387706032172038, 0.34311447714188303, 0.3360664083283077, 0.3325221530842843, 0.3272590419657779, 0.3480766796018418, 0.325220302132365, 0.32273650092363976, 0.3231389055495422, 0.3145260827601418, 0.31328118030338015, 0.3119761420158761, 0.3132733709782901, 0.312287491710149, 0.30616462706210384, 0.31622640934871454, 0.31192252043759794, 0.30396956544205816, 0.3002689062432417, 0.30279062620968167, 0.2969586068345595, 0.29858919864554123, 0.30134514135907786, 0.298290437660168, 0.30223539598690446, 0.2902416451148285, 0.28793564846965386, 0.2883044786809027, 0.2886689157834041, 0.2858097034215311, 0.28735026106892936, 0.28334559956493305, 0.28598890322662446, 0.2825396851051685, 0.2938519258639301, 0.28104813246763954, 0.28022405283780677, 0.2801139296179286, 0.2791974592270469, 0.2793465874492352, 0.2796422031537199, 0.2845859192215503, 0.27525204404688003, 0.2775869100939396, 0.28048833883162927, 0.27331022234773145, 0.2831717768457817, 0.269484564700484, 0.27387669037555845, 0.278759941189172, 0.27575269655278795, 0.2706196911305728, 0.2688071104753233, 0.2724166257783424, 0.27101941712835964, 0.2736151210328405, 0.2680604196988643, 0.2698913656502423, 0.2696947288490081, 0.270665696116997, 0.268083838529365, 0.2677079470159163, 0.2682352961842404, 0.2775125545509718, 0.2681073319234281, 0.266471062173215, 0.26810904553771325, 0.2684033209847849, 0.27356180891356113, 0.26338834456079074, 0.26621495414457885, 0.2674466872092057, 0.2638036856856149, 0.27340094668150566, 0.2709278681674053, 0.27059570118515375, 0.26624428236361314, 0.2664569067054017, 0.26668336608228144, 0.26453142740236696, 0.26708450896102326, 0.2644602492913719, 0.26323750174245786, 0.26253901510583644, 0.2595464499421822, 0.2609634357829427, 0.26043539344109307, 0.2610676962429855, 0.25972324461514945, 0.2611431290205443, 0.26214100518660954, 0.2579507348572869, 0.2585494645536716, 0.25922916096079257, 0.2629342299407151, 0.2604174328443308, 0.25875557387291, 0.2601183053558495, 0.2602765595574096, 0.26057153216320106, 0.2631116792829154, 0.2634077913077303, 0.2582542753034784, 0.26169672094343244, 0.25820713526826805, 0.2588270752659448, 0.2586937842443008, 0.25682582779371155, 0.2595520074014824, 0.25762405668118205, 0.2593011143172126, 0.2592656962785302, 0.2587168916135795, 0.2591531965159631, 0.25769744553538254, 0.25901128072532265, 0.2589696843456236, 0.2560547711351737, 0.2580988356886908, 0.25776502249391814, 0.25852130740418916, 0.25677731155733113, 0.2581616420423954, 0.2583422198776127, 0.2574850065917624, 0.25801762037499004, 0.257969451716858, 0.25740816578923575, 0.25761506983707116, 0.2568340281298918, 0.2568744798539837, 0.256784585460982, 0.25793682375696586, 0.257290514094577, 0.25680615442975857, 0.257961001295298, 0.25850527616126284, 0.2570718054585063]","[0.5676575899124146, 0.6727514863014221, 0.7055543661117554, 0.7133134603500366, 0.7263622283935547, 0.7304122447967529, 0.7360133528709412, 0.746849536895752, 0.743603527545929, 0.748870313167572, 0.7515187859535217, 0.7554516792297363, 0.7398954629898071, 0.7569751739501953, 0.758831262588501, 0.7585305571556091, 0.7649665474891663, 0.7658968567848206, 0.7668720483779907, 0.7659026384353638, 0.7666393518447876, 0.7712147831916809, 0.7636959552764893, 0.7669121026992798, 0.7728550434112549, 0.7756204605102539, 0.7737360596656799, 0.7780940532684326, 0.7768756151199341, 0.7748162150382996, 0.7770988345146179, 0.7741509079933167, 0.783113420009613, 0.7848365902900696, 0.7845609784126282, 0.7842886447906494, 0.7864252328872681, 0.7852740287780762, 0.7882665395736694, 0.7862913608551025, 0.78886878490448, 0.7804155945777893, 0.7899833917617798, 0.7905991673469543, 0.7906814813613892, 0.7913663387298584, 0.7912548780441284, 0.7910339832305908, 0.7873396873474121, 0.7943145632743835, 0.7925698161125183, 0.7904016971588135, 0.7957656383514404, 0.7883964776992798, 0.7986243963241577, 0.7953423261642456, 0.7916932702064514, 0.7939404249191284, 0.7977761626243591, 0.7991306185722351, 0.7964333891868591, 0.7974774837493896, 0.7955377697944641, 0.7996885776519775, 0.7983204126358032, 0.7984673380851746, 0.7977417707443237, 0.7996711134910583, 0.7999520301818848, 0.7995579242706299, 0.792625367641449, 0.7996535301208496, 0.800876259803772, 0.7996522784233093, 0.7994323968887329, 0.7955776453018188, 0.8031798601150513, 0.8010676503181458, 0.8001472353935242, 0.8028694987297058, 0.795697808265686, 0.797545850276947, 0.7977941036224365, 0.8010457158088684, 0.800886869430542, 0.8007175922393799, 0.8023257255554199, 0.8004179000854492, 0.8023788928985596, 0.8032925724983215, 0.8038145303726196, 0.8060507774353027, 0.8049919009208679, 0.805386483669281, 0.8049139976501465, 0.8059186339378357, 0.804857611656189, 0.8041119575500488, 0.8072432279586792, 0.8067957758903503, 0.8062878847122192, 0.8035191893577576, 0.8053998947143555, 0.8066418170928955, 0.8056234121322632, 0.8055052161216736, 0.8052847385406494, 0.8033865690231323, 0.8031653165817261, 0.8070163726806641, 0.8044439554214478, 0.8070515394210815, 0.806588351726532, 0.8066879510879517, 0.8080837726593018, 0.8060466051101685, 0.8074873089790344, 0.8062341213226318, 0.8062605857849121, 0.8066706657409668, 0.8063446283340454, 0.8074324727058411, 0.8064506649971008, 0.8064817786216736, 0.8086599707603455, 0.8071325421333313, 0.8073819875717163, 0.806816816329956, 0.8081200122833252, 0.8070855736732483, 0.8069506287574768, 0.8075911998748779, 0.8071932196617126, 0.807229220867157, 0.8076485991477966, 0.807494044303894, 0.8080776929855347, 0.8080474138259888, 0.8081145882606506, 0.8072535991668701, 0.8077365159988403, 0.8080984950065613, 0.8072354793548584, 0.8068287968635559, 0.8078999519348145]"
kan,3.0,2.0,G3_K2,64,4032,123,0.2595849104552922,0.809965193271637,0.27853165867254714,0.7929677963256836,30,50,9,2.1678549242019653,108.39274621009827,"[1.6017800756665164, 0.5355236669579482, 0.41658063967230574, 0.3757686222246451, 0.35012545114009747, 0.33572851898662276, 0.3256673999667036, 0.3181154600046534, 0.3193492943530331, 0.3071105550656947, 0.3042259806744416, 0.29757227166942585, 0.2939190839810229, 0.29101280516564254, 0.2915750828098221, 0.2831351792528516, 0.2816555002170016, 0.2774469303101268, 0.27474476750176874, 0.27319002748855853, 0.2750979638343898, 0.26849695050043126, 0.2657567034924149, 0.2633072719027434, 0.26144345307666994, 0.2727546475390395, 0.2668424908603941, 0.2605421942465857, 0.26010558358986646, 0.25634407188541203, 0.25314519693817145, 0.25214312757764545, 0.25124702349321654, 0.24970804516263181, 0.24875151297512774, 0.24827993452416966, 0.24720007547508444, 0.2466982374522641, 0.2440279855383591, 0.24428104317993551, 0.2417900796282463, 0.2384173062486638, 0.23775082557634394, 0.2375122362362058, 0.2357880789972223, 0.23606743251828524, 0.2351192597997017, 0.2344706918908116, 0.2346362033126626, 0.23340267774670623]","[0.6519848342782767, 0.5726965752451919, 0.4875658594976716, 0.4368254316330572, 0.46498409845416244, 0.39632580735424694, 0.3743728746200409, 0.5135417662618696, 0.3169298741860599, 0.5410700323738793, 0.3130913409536815, 0.366217868234144, 0.3064096693998775, 0.31934749090548326, 0.3166797384042148, 0.30341563341075445, 0.2925110848606095, 0.3058778308620749, 0.4560989569246923, 1.0836679902726674, 0.3185958447613457, 0.28406253306902657, 0.3147408618791467, 0.28238918668847984, 0.5147370031098679, 0.33598265513893244, 0.43558933676367273, 0.283790263056139, 0.3980671712594439, 0.27853165867254714, 0.3502339613299037, 0.27940436674026864, 0.32497067838060145, 0.29236336235313143, 0.3132863248233955, 0.30382386824111296, 0.29868197633622534, 0.3010040994454416, 0.3007399181447904, 0.3282955909961262, 0.3484916545700965, 0.2785874236307711, 0.3425429441439089, 0.2838804411102635, 0.3115941151707055, 0.3080145241139163, 0.28978929743748305, 0.29592987167280776, 0.29172397383731774, 0.3503077253891824]","[0.5153806209564209, 0.5743154287338257, 0.6375930309295654, 0.6753082871437073, 0.6543779373168945, 0.7054116129875183, 0.7217291593551636, 0.6182851791381836, 0.7644264698028564, 0.5978233814239502, 0.7672796845436096, 0.7277907729148865, 0.7722461223602295, 0.7626294493675232, 0.7646124362945557, 0.774471640586853, 0.7825769186019897, 0.7726414203643799, 0.6609823107719421, 0.19451117515563965, 0.7631881237030029, 0.7888567447662354, 0.7660535573959351, 0.7901005148887634, 0.6173967123031616, 0.750264585018158, 0.6762270927429199, 0.7890591025352478, 0.7041172385215759, 0.7929677963256836, 0.7396715879440308, 0.7923191785812378, 0.7584497928619385, 0.782686710357666, 0.7671347260475159, 0.7741681337356567, 0.7779901027679443, 0.7762640714645386, 0.7764604687690735, 0.7559783458709717, 0.7409666776657104, 0.7929263710975647, 0.7453883290290833, 0.7889920473098755, 0.7683925628662109, 0.7710531949996948, 0.784600019454956, 0.7800357341766357, 0.783161997795105, 0.7396167516708374]"
mlp,,,G3_K2_matched,58,4003,123,0.2619740088164652,0.8082162141799927,0.2796273146026818,0.7921534180641174,41,61,20,0.7021041268207988,42.828351736068726,"[1.5463713224016022, 0.5776334695707788, 0.4852821932216551, 0.45291787255576016, 0.44325572239072086, 0.41698757860219626, 0.40301685716754704, 0.3948204719016982, 0.38654831952826924, 0.37443728320886394, 0.36543399501480534, 0.3608894117448813, 0.36083915786753723, 0.36238124828005946, 0.3598456224333804, 0.3529026963452036, 0.33964378935422085, 0.3389993292647739, 0.3367235989929698, 0.3382230568367777, 0.3315058143960017, 0.33045287773524673, 0.33166884989833517, 0.32484844478789887, 0.32228530303122327, 0.3217281667497071, 0.32057880051640314, 0.321558426483921, 0.31709981380507, 0.3205771866034828, 0.31315773042333483, 0.31171278881604225, 0.3104992456412395, 0.30870263016105093, 0.30696496324549744, 0.3049592310077988, 0.30227277351178206, 0.30281825784432925, 0.2990033354606079, 0.30043209381277775, 0.2990424607283253, 0.30019151121542964, 0.29654455132130636, 0.2936861151509639, 0.2967015510117625, 0.2978125336195279, 0.2948297134632552, 0.289834673866085, 0.29119849734726144, 0.28993940270059265, 0.28791371750277145, 0.28876827441048647, 0.28369831814454377, 0.2824384140413861, 0.2847280994899249, 0.2813904569592587, 0.28127933353812723, 0.28292188741439994, 0.280257458026095, 0.2828688556833785, 0.2817292982755705]","[1.749996344941531, 0.4850128983419379, 0.44627011819557316, 0.5930592701493616, 0.5237561885161609, 0.4025778792779267, 0.37503119758318254, 0.4235431760241511, 0.5875552350929542, 0.35912907664550986, 0.3355962583838507, 0.37407765716545344, 1.0922091752290726, 0.3447501167693495, 0.42088248266884215, 0.4595786904102764, 0.3439806333384465, 0.3488365807004985, 0.39819300313328587, 0.3079206483000625, 0.3638959468104119, 0.30121550535739855, 0.5149300296716296, 0.3036642711445959, 0.41086899416006195, 0.29931145444396856, 0.4996810248578858, 0.30302043809755214, 0.3782299644378729, 0.30736475751689546, 0.33171700701618073, 0.30764454616671694, 0.3165749041724575, 0.2938394769641164, 0.30462292035035693, 0.30621179576375995, 0.2938695823922946, 0.2936264927034538, 0.2878728291592549, 0.33079357085224886, 0.2796273146026818, 0.2976845258928701, 0.2865364781607337, 0.2909323983760767, 0.2940248320076509, 0.28022988876015026, 0.31888694481717217, 0.28162529257917895, 0.32359623360310413, 0.31012485363070663, 0.29292589066025515, 0.29913978542391334, 0.2931285776024641, 0.29105331421437497, 0.28577627597776184, 0.28168235705727446, 0.2899835907519634, 0.290448111080076, 0.28705346255108366, 0.2936237342944441, 0.29492549534684925]","[-0.300769567489624, 0.6394906044006348, 0.6682881116867065, 0.5591799020767212, 0.6106927990913391, 0.7007644176483154, 0.7212398052215576, 0.6851809024810791, 0.5632710456848145, 0.7330598831176758, 0.7505518198013306, 0.7219486236572266, 0.18816238641738892, 0.7437477111816406, 0.6871587038040161, 0.6583958268165588, 0.7443196773529053, 0.7407102584838867, 0.7040237188339233, 0.7711230516433716, 0.7295166254043579, 0.7761069536209106, 0.6172532439231873, 0.7742867469787598, 0.6946016550064087, 0.7775222063064575, 0.6285878419876099, 0.7747653722763062, 0.7188621759414673, 0.7715362310409546, 0.7534352540969849, 0.7713282704353333, 0.7646903395652771, 0.7815895676612854, 0.7735742330551147, 0.7723932266235352, 0.7815672159194946, 0.7817478179931641, 0.7860245704650879, 0.7541216015815735, 0.7921534180641174, 0.7787315249443054, 0.7870178818702698, 0.7837503552436829, 0.7814517617225647, 0.7917055487632751, 0.7629717588424683, 0.7906683087348938, 0.7594713568687439, 0.7694846391677856, 0.7822686433792114, 0.7776498198509216, 0.7821179628372192, 0.7836605310440063, 0.7875828742980957, 0.7906259298324585, 0.7844556570053101, 0.7841103076934814, 0.7866335511207581, 0.7817499041557312, 0.7807823419570923]"
